InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Invoice_Date,day,month,year,hour
549462,84910A,,-16,0,,United Kingdom,4/8/2011 14:21,8,4,2011,14
549463,84919,,-17,0,,United Kingdom,4/8/2011 14:21,8,4,2011,14
549464,20701,,-6,0,,United Kingdom,4/8/2011 14:21,8,4,2011,14
549465,84415B,,-5,0,,United Kingdom,4/8/2011 14:22,8,4,2011,14
549466,20816,,-11,0,,United Kingdom,4/8/2011 14:22,8,4,2011,14
549470,46775D,,-8,0,,United Kingdom,4/8/2011 14:28,8,4,2011,14
549489,85146,,8,0,,United Kingdom,4/8/2011 15:05,8,4,2011,15
549492,21736,,5,0,,United Kingdom,4/8/2011 15:06,8,4,2011,15
549494,22168,,6,0,,United Kingdom,4/8/2011 15:06,8,4,2011,15
549497,21527,,3,0,,United Kingdom,4/8/2011 15:06,8,4,2011,15
549498,22847,,1,0,,United Kingdom,4/8/2011 15:06,8,4,2011,15
549500,79321,,1,0,,United Kingdom,4/8/2011 15:06,8,4,2011,15
549502,84459B,,1,0,,United Kingdom,4/8/2011 15:07,8,4,2011,15
549506,22415,,-31,0,,United Kingdom,4/8/2011 15:07,8,4,2011,15
549510,84559B,,-158,0,,United Kingdom,4/8/2011 15:08,8,4,2011,15
549514,20820,,-3,0,,United Kingdom,4/8/2011 15:09,8,4,2011,15
549527,21620,mystery! Only ever imported 1800,-1479,0,,United Kingdom,4/8/2011 16:03,8,4,2011,16
549528,21422,,-55,0,,United Kingdom,4/8/2011 16:44,8,4,2011,16
549529,21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,0,,United Kingdom,4/8/2011 16:56,8,4,2011,16
549531,21622,POSSIBLE DAMAGES OR LOST?,-750,0,,United Kingdom,4/8/2011 17:05,8,4,2011,17
549695,84751B,,-24,0,,United Kingdom,4/11/2011 13:50,11,4,2011,13
549846,21100,Damaged,-6,0,,United Kingdom,4/12/2011 14:30,12,4,2011,14
549848,84531A,,-34,0,,United Kingdom,4/12/2011 14:51,12,4,2011,14
549849,84531B,,-23,0,,United Kingdom,4/12/2011 14:51,12,4,2011,14
549935,35915C,damaged,-43,0,,United Kingdom,4/13/2011 11:16,13,4,2011,11
549948,37488A,damaged,-1,0,,United Kingdom,4/13/2011 12:55,13,4,2011,12
549950,37487B,Damaged,-6,0,,United Kingdom,4/13/2011 12:57,13,4,2011,12
549952,37482P,Damaged,-93,0,,United Kingdom,4/13/2011 13:05,13,4,2011,13
550133,85099F,,-1092,0,,United Kingdom,4/14/2011 13:49,14,4,2011,13
550153,85167B,DAMAGED,-1,0,,United Kingdom,4/14/2011 14:44,14,4,2011,14
550188,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,0,12457,Switzerland,4/14/2011 18:57,14,4,2011,18
550460,47556B,did  a credit  and did not tick ret,1300,0,,United Kingdom,4/18/2011 13:18,18,4,2011,13
550501,35915C,,30,0,,United Kingdom,4/18/2011 15:28,18,4,2011,15
550502,84535A,,320,0,,United Kingdom,4/18/2011 15:29,18,4,2011,15
550753,84763,Display,-150,0,,United Kingdom,4/20/2011 11:53,20,4,2011,11
550757,16202B,,-9,0,,United Kingdom,4/20/2011 12:08,20,4,2011,12
550758,85017A,,-8,0,,United Kingdom,4/20/2011 12:09,20,4,2011,12
550759,21087,,-7,0,,United Kingdom,4/20/2011 12:09,20,4,2011,12
550760,84750B,,-4,0,,United Kingdom,4/20/2011 12:09,20,4,2011,12
550761,84388,,6,0,,United Kingdom,4/20/2011 12:10,20,4,2011,12
550762,85030,,-9,0,,United Kingdom,4/20/2011 12:10,20,4,2011,12
550763,84666,,-5,0,,United Kingdom,4/20/2011 12:11,20,4,2011,12
550800,22458,Missing,-65,0,,United Kingdom,4/20/2011 14:48,20,4,2011,14
550815,85027L,,8,0,,United Kingdom,4/20/2011 16:42,20,4,2011,16
550908,20827,damages,-68,0,,United Kingdom,4/21/2011 12:39,21,4,2011,12
550922,22784,damages,-25,0,,United Kingdom,4/21/2011 14:29,21,4,2011,14
550926,22469,,8,0,,United Kingdom,4/21/2011 14:39,21,4,2011,14
550927,84990,,1,0,,United Kingdom,4/21/2011 14:40,21,4,2011,14
550928,22867,,3,0,,United Kingdom,4/21/2011 14:41,21,4,2011,14
550929,22470,,2,0,,United Kingdom,4/21/2011 14:41,21,4,2011,14
550930,22988,,2,0,,United Kingdom,4/21/2011 14:41,21,4,2011,14
550943,21316,,-5,0,,United Kingdom,4/21/2011 15:51,21,4,2011,15
550945,79329,,-2,0,,United Kingdom,4/21/2011 15:52,21,4,2011,15
550947,21319,adjustment,3,0,,United Kingdom,4/21/2011 15:55,21,4,2011,15
550948,17109D,Adjustment,14,0,,United Kingdom,4/21/2011 15:56,21,4,2011,15
550950,17091A,found,84,0,,United Kingdom,4/21/2011 16:14,21,4,2011,16
550951,84531A,returned,2,0,,United Kingdom,4/21/2011 16:15,21,4,2011,16
550952,84531B,returned,2,0,,United Kingdom,4/21/2011 16:16,21,4,2011,16
550954,47013A,damaged,-2,0,,United Kingdom,4/21/2011 16:18,21,4,2011,16
550970,82599,,-11,0,,United Kingdom,4/21/2011 17:02,21,4,2011,17
550975,20941,,20,0,,United Kingdom,4/21/2011 17:28,21,4,2011,17
550976,84921,,6,0,,United Kingdom,4/21/2011 17:28,21,4,2011,17
550977,85200,,6,0,,United Kingdom,4/21/2011 17:29,21,4,2011,17
550979,85145,,9,0,,United Kingdom,4/21/2011 17:31,21,4,2011,17
550980,21445,,1,0,,United Kingdom,4/21/2011 17:31,21,4,2011,17
550981,21911,,1,0,,United Kingdom,4/21/2011 17:32,21,4,2011,17
550982,22632,,5,0,,United Kingdom,4/21/2011 17:33,21,4,2011,17
550983,22866,,4,0,,United Kingdom,4/21/2011 17:34,21,4,2011,17
550984,85008,,1,0,,United Kingdom,4/21/2011 17:35,21,4,2011,17
550985,22777,,4,0,,United Kingdom,4/21/2011 17:40,21,4,2011,17
551019,22467,wrong code?,-100,0,,United Kingdom,4/26/2011 11:19,26,4,2011,11
551020,22719,wrong code,-110,0,,United Kingdom,4/26/2011 11:19,26,4,2011,11
551126,82483,,18,0,,United Kingdom,4/26/2011 12:47,26,4,2011,12
551168,85068,,-4,0,,United Kingdom,4/26/2011 16:06,26,4,2011,16
551201,16015,,-620,0,,United Kingdom,4/27/2011 11:33,27,4,2011,11
551240,51020A,adjustment,41,0,,United Kingdom,4/27/2011 11:48,27,4,2011,11
551243,51020B,adjust,-53,0,,United Kingdom,4/27/2011 11:49,27,4,2011,11
551302,48189,damaged,-18,0,,United Kingdom,4/27/2011 14:55,27,4,2011,14
551304,48189,adjustment,2,0,,United Kingdom,4/27/2011 14:56,27,4,2011,14
551318,21898,,60,0,,United Kingdom,4/27/2011 15:25,27,4,2011,15
551319,22459,,65,0,,United Kingdom,4/27/2011 15:25,27,4,2011,15
551320,21897,,60,0,,United Kingdom,4/27/2011 15:25,27,4,2011,15
551321,22719,,36,0,,United Kingdom,4/27/2011 15:26,27,4,2011,15
551322,85099F,,101,0,,United Kingdom,4/27/2011 15:28,27,4,2011,15
551323,21398,damages,-9,0,,United Kingdom,4/27/2011 15:31,27,4,2011,15
551324,85017C,Found,13,0,,United Kingdom,4/27/2011 15:47,27,4,2011,15
551326,85017A,,-2,0,,United Kingdom,4/27/2011 15:51,27,4,2011,15
551327,84228,crushed,-4,0,,United Kingdom,4/27/2011 16:01,27,4,2011,16
551328,21320,,-23,0,,United Kingdom,4/27/2011 16:08,27,4,2011,16
551394,16015,,400,0,,United Kingdom,4/28/2011 12:37,28,4,2011,12
551422,22084,,-150,0,,United Kingdom,4/28/2011 14:11,28,4,2011,14
551429,10002,,-3,0,,United Kingdom,4/28/2011 15:05,28,4,2011,15
551430,20966,,-3,0,,United Kingdom,4/28/2011 15:06,28,4,2011,15
551431,44091A,,-2,0,,United Kingdom,4/28/2011 15:06,28,4,2011,15
551432,21923,,-5,0,,United Kingdom,4/28/2011 15:06,28,4,2011,15
551433,21784,,-2,0,,United Kingdom,4/28/2011 15:07,28,4,2011,15
551434,20896,,-5,0,,United Kingdom,4/28/2011 15:07,28,4,2011,15
551435,20825,,-5,0,,United Kingdom,4/28/2011 15:08,28,4,2011,15
551441,85136B,,-4,0,,United Kingdom,4/28/2011 15:50,28,4,2011,15
551442,85060,,-4,0,,United Kingdom,4/28/2011 15:50,28,4,2011,15
551443,35920,,-4,0,,United Kingdom,4/28/2011 15:51,28,4,2011,15
551444,35809B,,-4,0,,United Kingdom,4/28/2011 15:58,28,4,2011,15
551446,35594,,-4,0,,United Kingdom,4/28/2011 15:58,28,4,2011,15
551447,35004C,,-4,0,,United Kingdom,4/28/2011 15:59,28,4,2011,15
551448,22734,,-4,0,,United Kingdom,4/28/2011 15:59,28,4,2011,15
551449,22525,,-4,0,,United Kingdom,4/28/2011 16:00,28,4,2011,16
551450,21410,,-4,0,,United Kingdom,4/28/2011 16:00,28,4,2011,16
551451,21330,,-4,0,,United Kingdom,4/28/2011 16:01,28,4,2011,16
551452,84715,,-3,0,,United Kingdom,4/28/2011 16:01,28,4,2011,16
551453,82494L,,-3,0,,United Kingdom,4/28/2011 16:01,28,4,2011,16
551454,78027,,-3,0,,United Kingdom,4/28/2011 16:02,28,4,2011,16
551455,37333,,-1,0,,United Kingdom,4/28/2011 16:03,28,4,2011,16
551456,22795,,-3,0,,United Kingdom,4/28/2011 16:03,28,4,2011,16
551457,22719,,-3,0,,United Kingdom,4/28/2011 16:04,28,4,2011,16
551458,22451,,3,0,,United Kingdom,4/28/2011 16:04,28,4,2011,16
551459,22173,,-30,0,,United Kingdom,4/28/2011 16:04,28,4,2011,16
551460,22173,,27,0,,United Kingdom,4/28/2011 16:05,28,4,2011,16
551461,21806,,-3,0,,United Kingdom,4/28/2011 16:05,28,4,2011,16
551553,22521,,-90,0,,United Kingdom,5/3/2011 10:15,3,5,2011,10
551554,22720,,-4,0,,United Kingdom,5/3/2011 10:19,3,5,2011,10
551565,85135A,,-7,0,,United Kingdom,5/3/2011 11:10,3,5,2011,11
551567,21269,,13,0,,United Kingdom,5/3/2011 11:12,3,5,2011,11
551568,21038,,-6,0,,United Kingdom,5/3/2011 11:12,3,5,2011,11
551569,85226C,,-6,0,,United Kingdom,5/3/2011 11:13,3,5,2011,11
551570,85189,,-6,0,,United Kingdom,5/3/2011 11:13,3,5,2011,11
551571,47591A,,-6,0,,United Kingdom,5/3/2011 11:14,3,5,2011,11
551572,37424,,-6,0,,United Kingdom,5/3/2011 11:15,3,5,2011,11
551573,22726,,-5,0,,United Kingdom,5/3/2011 11:15,3,5,2011,11
551574,21692,,-6,0,,United Kingdom,5/3/2011 11:16,3,5,2011,11
551575,21412,,-6,0,,United Kingdom,5/3/2011 11:16,3,5,2011,11
551577,90100,,-5,0,,United Kingdom,5/3/2011 11:19,3,5,2011,11
551578,90037D,,-5,0,,United Kingdom,5/3/2011 11:19,3,5,2011,11
551579,85098B,,-5,0,,United Kingdom,5/3/2011 11:20,3,5,2011,11
551580,85084,,-5,0,,United Kingdom,5/3/2011 11:20,3,5,2011,11
551581,84873A,,5,0,,United Kingdom,5/3/2011 11:20,3,5,2011,11
551582,84857A,,-5,0,,United Kingdom,5/3/2011 11:21,3,5,2011,11
551583,84482,,-5,0,,United Kingdom,5/3/2011 11:21,3,5,2011,11
551586,21120,,-6,0,,United Kingdom,5/3/2011 11:24,3,5,2011,11
551589,21854,,-2,0,,United Kingdom,5/3/2011 11:30,3,5,2011,11
551663,84548,,-70,0,,United Kingdom,5/3/2011 12:34,3,5,2011,12
551664,20933,,-3,0,,United Kingdom,5/3/2011 12:34,3,5,2011,12
551666,84750A,,-10,0,,United Kingdom,5/3/2011 12:35,3,5,2011,12
551667,84539,,6,0,,United Kingdom,5/3/2011 12:36,3,5,2011,12
551668,22444,,-10,0,,United Kingdom,5/3/2011 12:37,3,5,2011,12
551669,21355,,90,0,,United Kingdom,5/3/2011 12:38,3,5,2011,12
551671,20734,,-10,0,,United Kingdom,5/3/2011 12:38,3,5,2011,12
551672,84631,,-4,0,,United Kingdom,5/3/2011 12:39,3,5,2011,12
551673,79192A,,-9,0,,United Kingdom,5/3/2011 12:39,3,5,2011,12
551689,22625,,-9,0,,United Kingdom,5/3/2011 13:35,3,5,2011,13
551690,21143,,-9,0,,United Kingdom,5/3/2011 13:35,3,5,2011,13
551691,18098C,,10,0,,United Kingdom,5/3/2011 13:36,3,5,2011,13
551692,84685,,14,0,,United Kingdom,5/3/2011 13:36,3,5,2011,13
551694,47589,,2,0,,United Kingdom,5/3/2011 13:36,3,5,2011,13
551695,22467,,-8,0,,United Kingdom,5/3/2011 13:37,3,5,2011,13
551700,85144,,-38,0,,United Kingdom,5/3/2011 14:13,3,5,2011,14
551701,84683,,-2,0,,United Kingdom,5/3/2011 14:15,3,5,2011,14
551704,22656,,-2,0,,United Kingdom,5/3/2011 14:33,3,5,2011,14
551705,22655,damages/showroom etc,-11,0,,United Kingdom,5/3/2011 14:35,3,5,2011,14
551722,20975,,-170,0,,United Kingdom,5/3/2011 16:50,3,5,2011,16
551723,22136,,-23,0,,United Kingdom,5/3/2011 16:51,3,5,2011,16
551735,21656,samples,-19,0,,United Kingdom,5/4/2011 10:25,4,5,2011,10
551837,79164,damages/credits from ASOS.,-1512,0,,United Kingdom,5/4/2011 13:23,4,5,2011,13
551838,35609A,,-51,0,,United Kingdom,5/4/2011 13:31,4,5,2011,13
551900,20778,,2,0,,United Kingdom,5/5/2011 10:45,5,5,2011,10
551964,20851,,1,0,,United Kingdom,5/5/2011 13:13,5,5,2011,13
551965,21429,,1,0,,United Kingdom,5/5/2011 13:13,5,5,2011,13
552050,84916,,-32,0,,United Kingdom,5/6/2011 10:08,6,5,2011,10
552052,84917,,-8,0,,United Kingdom,5/6/2011 10:10,6,5,2011,10
552175,23200,mailout ,100,0,,United Kingdom,5/6/2011 13:25,6,5,2011,13
552177,23202,mailout,100,0,,United Kingdom,5/6/2011 13:28,6,5,2011,13
552178,23203,mailout,100,0,,United Kingdom,5/6/2011 13:29,6,5,2011,13
552187,23209,mailout,100,0,,United Kingdom,5/6/2011 13:59,6,5,2011,13
552214,84872A,,-12,0,,United Kingdom,5/6/2011 15:11,6,5,2011,15
552215,17096,,-41,0,,United Kingdom,5/6/2011 15:12,6,5,2011,15
552216,21363,,-19,0,,United Kingdom,5/6/2011 15:12,6,5,2011,15
552218,84406B,,-38,0,,United Kingdom,5/6/2011 15:15,6,5,2011,15
552219,22073,,-56,0,,United Kingdom,5/6/2011 15:16,6,5,2011,15
552220,22202,,1,0,,United Kingdom,5/6/2011 15:20,6,5,2011,15
552221,21043,,-38,0,,United Kingdom,5/6/2011 15:20,6,5,2011,15
552222,21974,,-45,0,,United Kingdom,5/6/2011 15:22,6,5,2011,15
552223,22524,,-49,0,,United Kingdom,5/6/2011 15:24,6,5,2011,15
552224,84766,,-37,0,,United Kingdom,5/6/2011 15:25,6,5,2011,15
552225,22775,,-40,0,,United Kingdom,5/6/2011 15:26,6,5,2011,15
552226,22035,,-160,0,,United Kingdom,5/6/2011 15:26,6,5,2011,15
552227,84596J,,70,0,,United Kingdom,5/6/2011 15:27,6,5,2011,15
552228,84912B,,-93,0,,United Kingdom,5/6/2011 15:29,6,5,2011,15
552230,20735,BLACK MINI TAPE MEASURE ,1,0,,United Kingdom,5/6/2011 15:43,6,5,2011,15
552230,22617,BAKING SET SPACEBOY DESIGN,1,0,,United Kingdom,5/6/2011 15:43,6,5,2011,15
552230,37327,ASSTD MULTICOLOUR CIRCLES MUG,1,0,,United Kingdom,5/6/2011 15:43,6,5,2011,15
552230,84375,SET OF 20 KIDS COOKIE CUTTERS,1,0,,United Kingdom,5/6/2011 15:43,6,5,2011,15
552230,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,0,,United Kingdom,5/6/2011 15:43,6,5,2011,15
552230,DOT,DOTCOM POSTAGE,1,0,,United Kingdom,5/6/2011 15:43,6,5,2011,15
552331,22667,damaged,-30,0,,United Kingdom,5/9/2011 10:24,9,5,2011,10
552443,22796,Not rcvd in 10/11/2010 delivery,-360,0,,United Kingdom,5/9/2011 13:05,9,5,2011,13
552527,20964,,2,0,,United Kingdom,5/9/2011 16:48,9,5,2011,16
552653,22926,,-48,0,,United Kingdom,5/10/2011 14:12,10,5,2011,14
552733,23059,Thrown away-rusty,-2376,0,,United Kingdom,5/11/2011 10:48,11,5,2011,10
552763,21137,,-25,0,,United Kingdom,5/11/2011 11:33,11,5,2011,11
552766,22084,,-56,0,,United Kingdom,5/11/2011 11:41,11,5,2011,11
552767,79164,,-47,0,,United Kingdom,5/11/2011 11:42,11,5,2011,11
552768,22087,,-26,0,,United Kingdom,5/11/2011 11:43,11,5,2011,11
552979,35970,,-217,0,,United Kingdom,5/12/2011 14:49,12,5,2011,14
553000,47566,PARTY BUNTING,4,0,17667,United Kingdom,5/12/2011 15:21,12,5,2011,15
553041,22521,,-9,0,,United Kingdom,5/13/2011 9:01,13,5,2011,9
553147,84879,damaged,-160,0,,United Kingdom,5/13/2011 13:58,13,5,2011,13
553163,22726,,1,0,,United Kingdom,5/13/2011 16:10,13,5,2011,16
553349,22719,,1,0,,United Kingdom,5/16/2011 13:31,16,5,2011,13
553391,37370,sold as set/6 by dotcom,-786,0,,United Kingdom,5/16/2011 16:42,16,5,2011,16
553394,15058A,wet/rusty,-30,0,,United Kingdom,5/16/2011 16:47,16,5,2011,16
553395,15058C,wet/rusty,-30,0,,United Kingdom,5/16/2011 16:47,16,5,2011,16
553396,22423,damages,-21,0,,United Kingdom,5/16/2011 16:48,16,5,2011,16
553398,37370,damages/dotcom?,-590,0,,United Kingdom,5/16/2011 17:07,16,5,2011,17
553399,84789,,-2,0,,United Kingdom,5/16/2011 17:08,16,5,2011,17
553400,20803,damages,-40,0,,United Kingdom,5/16/2011 17:09,16,5,2011,17
553401,22060,,-16,0,,United Kingdom,5/16/2011 17:10,16,5,2011,17
553413,21259,,-51,0,,United Kingdom,5/17/2011 9:45,17,5,2011,9
553480,21143,,24,0,,United Kingdom,5/17/2011 11:51,17,5,2011,11
553481,21181,on cargo order,192,0,,United Kingdom,5/17/2011 12:06,17,5,2011,12
553521,85099F,JUMBO BAG STRAWBERRY,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,48184,DOORMAT ENGLISH ROSE ,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22692,DOORMAT WELCOME TO OUR HOME,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22684,FRENCH BLUE METAL DOOR SIGN 9,2,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22682,FRENCH BLUE METAL DOOR SIGN 7,3,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22686,FRENCH BLUE METAL DOOR SIGN No,11,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22683,FRENCH BLUE METAL DOOR SIGN 8,5,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22679,FRENCH BLUE METAL DOOR SIGN 4,4,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22678,FRENCH BLUE METAL DOOR SIGN 3,5,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22680,FRENCH BLUE METAL DOOR SIGN 5,2,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22677,FRENCH BLUE METAL DOOR SIGN 2,4,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22676,FRENCH BLUE METAL DOOR SIGN 1,2,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22644,CERAMIC CHERRY CAKE MONEY BANK,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22637,PIGGY BANK RETROSPOT ,2,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22626,BLACK KITCHEN SCALES,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22559,SEASIDE FLYING DISC,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22524,CHILDRENS GARDEN GLOVES BLUE,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22520,CHILDS GARDEN TROWEL BLUE ,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22518,CHILDS GARDEN BRUSH BLUE,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22519,CHILDS GARDEN BRUSH PINK,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22515,CHILDS GARDEN SPADE PINK,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22514,CHILDS GARDEN SPADE BLUE,2,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22430,ENAMEL WATERING CAN CREAM,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22427,ENAMEL FLOWER JUG CREAM,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22365,DOORMAT RESPECTABLE HOUSE,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22363,GLASS JAR MARMALADE ,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22362,GLASS JAR PEACOCK BATH SALTS,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22359,GLASS JAR KINGS CHOICE,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22356,CHARLOTTE BAG PINK POLKADOT,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22301,COFFEE MUG CAT + BIRD DESIGN,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,22203,MILK PAN RED RETROSPOT,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,21889,WOODEN BOX OF DOMINOES,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553521,21116,OWL DOORSTOP,1,0,,United Kingdom,5/17/2011 14:35,17,5,2011,14
553539,22425,ENAMEL COLANDER CREAM,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22301,COFFEE MUG CAT + BIRD DESIGN,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22201,FRYING PAN BLUE POLKADOT,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22692,DOORMAT WELCOME TO OUR HOME,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,21116,OWL DOORSTOP,2,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,20711,JUMBO BAG TOYS ,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22843,BISCUIT TIN VINTAGE GREEN,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22682,FRENCH BLUE METAL DOOR SIGN 7,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22679,FRENCH BLUE METAL DOOR SIGN 4,2,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22678,FRENCH BLUE METAL DOOR SIGN 3,5,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22677,FRENCH BLUE METAL DOOR SIGN 2,2,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22683,FRENCH BLUE METAL DOOR SIGN 8,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22685,FRENCH BLUE METAL DOOR SIGN 0,2,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22676,FRENCH BLUE METAL DOOR SIGN 1,4,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22520,CHILDS GARDEN TROWEL BLUE ,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22523,CHILDS GARDEN FORK PINK,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22522,CHILDS GARDEN FORK BLUE ,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22519,CHILDS GARDEN BRUSH PINK,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22514,CHILDS GARDEN SPADE BLUE,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22515,CHILDS GARDEN SPADE PINK,2,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22501,PICNIC BASKET WICKER LARGE,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22474,SPACEBOY TV DINNER TRAY,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22430,ENAMEL WATERING CAN CREAM,2,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553539,22426,ENAMEL WASH BOWL CREAM,1,0,,United Kingdom,5/17/2011 15:27,17,5,2011,15
553548,75131,,-48,0,,United Kingdom,5/17/2011 15:57,17,5,2011,15
553651,46126A,,-23,0,,United Kingdom,5/18/2011 11:06,18,5,2011,11
553652,20826,,-168,0,,United Kingdom,5/18/2011 11:06,18,5,2011,11
553659,20967,,-77,0,,United Kingdom,5/18/2011 11:47,18,5,2011,11
553688,22078,,4,0,,United Kingdom,5/18/2011 14:05,18,5,2011,14
553716,37444A,,3,0,,United Kingdom,5/18/2011 16:07,18,5,2011,16
553717,22087,,2,0,,United Kingdom,5/18/2011 16:07,18,5,2011,16
553719,85017C,adjustment,1,0,,United Kingdom,5/18/2011 16:18,18,5,2011,16
553728,21324,,2,0,,United Kingdom,5/18/2011 17:17,18,5,2011,17
553729,82599,,2,0,,United Kingdom,5/18/2011 17:17,18,5,2011,17
553743,21318,,-62,0,,United Kingdom,5/19/2011 9:44,19,5,2011,9
553744,85141,,-7,0,,United Kingdom,5/19/2011 9:44,19,5,2011,9
553745,84760S,,2,0,,United Kingdom,5/19/2011 9:46,19,5,2011,9
553746,84990,,1,0,,United Kingdom,5/19/2011 9:46,19,5,2011,9
553769,23444,,200,0,,United Kingdom,5/19/2011 10:48,19,5,2011,10
554017,22520,,-101,0,,United Kingdom,5/20/2011 13:15,20,5,2011,13
554020,22518,,-30,0,,United Kingdom,5/20/2011 13:17,20,5,2011,13
554021,20886,,-65,0,,United Kingdom,5/20/2011 13:18,20,5,2011,13
